"value"	"Analysis_type"	"Comparison"
"2508"	"Slc32a1"	"tiling200"	"i_vs_rest"
"2509"	"Ppp1r16b"	"tiling200"	"i_vs_rest"
"2510"	"Dhx35"	"tiling200"	"i_vs_rest"
"2511"	"4933416E03Rik"	"tiling200"	"i_vs_rest"
"2512"	"Gm826"	"tiling200"	"i_vs_rest"
"2513"	"Mafb"	"tiling200"	"i_vs_rest"
"2514"	"Top1"	"tiling200"	"i_vs_rest"
"2515"	"Plcg1"	"tiling200"	"i_vs_rest"
"2516"	"Chd6"	"tiling200"	"i_vs_rest"
"2517"	"Ptprt"	"tiling200"	"i_vs_rest"
"2518"	"Srsf6"	"tiling200"	"i_vs_rest"
"2519"	"Tox2"	"tiling200"	"i_vs_rest"
"2520"	"Hnf4aos"	"tiling200"	"i_vs_rest"
"2521"	"Rims4"	"tiling200"	"i_vs_rest"
"2522"	"Stk4"	"tiling200"	"i_vs_rest"
"2523"	"Wfdc15b"	"tiling200"	"i_vs_rest"
"2524"	"Slpi"	"tiling200"	"i_vs_rest"
"2525"	"Ube2c"	"tiling200"	"i_vs_rest"
"2526"	"Pcif1"	"tiling200"	"i_vs_rest"
"2527"	"Mmp9"	"tiling200"	"i_vs_rest"
"2528"	"Ncoa5"	"tiling200"	"i_vs_rest"
"2529"	"Cdh22"	"tiling200"	"i_vs_rest"
"2530"	"Slc35c2"	"tiling200"	"i_vs_rest"
"2531"	"Slc13a3"	"tiling200"	"i_vs_rest"
"2532"	"Slc2a10"	"tiling200"	"i_vs_rest"
"2533"	"Eya2"	"tiling200"	"i_vs_rest"
"2534"	"Zmynd8"	"tiling200"	"i_vs_rest"
"2535"	"Ncoa3"	"tiling200"	"i_vs_rest"
"2536"	"5031425F14Rik"	"tiling200"	"i_vs_rest"
"2537"	"Prex1"	"tiling200"	"i_vs_rest"
"2538"	"Trp53rkb"	"tiling200"	"i_vs_rest"
"2539"	"Stau1"	"tiling200"	"i_vs_rest"
"2540"	"Zfas1"	"tiling200"	"i_vs_rest"
"2541"	"Kcnb1"	"tiling200"	"i_vs_rest"
"2542"	"B4galt5"	"tiling200"	"i_vs_rest"
"2543"	"Ube2v1"	"tiling200"	"i_vs_rest"
"2544"	"Tmem189"	"tiling200"	"i_vs_rest"
"2545"	"Ptpn1"	"tiling200"	"i_vs_rest"
"2546"	"Ripor3"	"tiling200"	"i_vs_rest"
"2547"	"Pard6b"	"tiling200"	"i_vs_rest"
"2548"	"Nfatc2"	"tiling200"	"i_vs_rest"
"2549"	"Atp9a"	"tiling200"	"i_vs_rest"
"2550"	"Sall4"	"tiling200"	"i_vs_rest"
"2551"	"1700017J07Rik"	"tiling200"	"i_vs_rest"
"2552"	"Tshz2"	"tiling200"	"i_vs_rest"
"2553"	"AY702102"	"tiling200"	"i_vs_rest"
"2554"	"A630075F10Rik"	"tiling200"	"i_vs_rest"
"2555"	"Bcas1"	"tiling200"	"i_vs_rest"
"2556"	"Pfdn4"	"tiling200"	"i_vs_rest"
"2557"	"Dok5"	"tiling200"	"i_vs_rest"
"2558"	"1700028P15Rik"	"tiling200"	"i_vs_rest"
"2559"	"Mc3r"	"tiling200"	"i_vs_rest"
"2560"	"Fam210b"	"tiling200"	"i_vs_rest"
"2561"	"Rtf2"	"tiling200"	"i_vs_rest"
"2562"	"Fam209"	"tiling200"	"i_vs_rest"
"2563"	"Tfap2c"	"tiling200"	"i_vs_rest"
"2564"	"Bmp7"	"tiling200"	"i_vs_rest"
"2565"	"Rbm38"	"tiling200"	"i_vs_rest"
"2566"	"Pck1"	"tiling200"	"i_vs_rest"
"2567"	"Pmepa1"	"tiling200"	"i_vs_rest"
"2568"	"1700021F07Rik"	"tiling200"	"i_vs_rest"
"2569"	"Ankrd60"	"tiling200"	"i_vs_rest"
"2570"	"Rab22a"	"tiling200"	"i_vs_rest"
"2571"	"Vapb"	"tiling200"	"i_vs_rest"
"2572"	"Ctsz"	"tiling200"	"i_vs_rest"
"2573"	"Zfp831"	"tiling200"	"i_vs_rest"
"2574"	"Zfp970"	"tiling200"	"i_vs_rest"
"2575"	"Cdh26"	"tiling200"	"i_vs_rest"
"2576"	"4930591A17Rik"	"tiling200"	"i_vs_rest"
"2577"	"Cdh4"	"tiling200"	"i_vs_rest"
"2578"	"Hrh3"	"tiling200"	"i_vs_rest"
"2579"	"Cables2"	"tiling200"	"i_vs_rest"
"2580"	"Gata5os"	"tiling200"	"i_vs_rest"
"2581"	"Ntsr1"	"tiling200"	"i_vs_rest"
"2582"	"Mrgbp"	"tiling200"	"i_vs_rest"
"2583"	"Eef1a2"	"tiling200"	"i_vs_rest"
"2584"	"Rtel1"	"tiling200"	"i_vs_rest"
"2585"	"Abhd16b"	"tiling200"	"i_vs_rest"
"2586"	"Zfp512b"	"tiling200"	"i_vs_rest"
"2587"	"Pcmtd2"	"tiling200"	"i_vs_rest"
"2588"	"Hnf4g"	"tiling200"	"i_vs_rest"
"2589"	"1110015O18Rik"	"tiling200"	"i_vs_rest"
"2590"	"2700069I18Rik"	"tiling200"	"i_vs_rest"
"2591"	"Zfhx4"	"tiling200"	"i_vs_rest"
"2592"	"Pex2"	"tiling200"	"i_vs_rest"
"2593"	"1700008P02Rik"	"tiling200"	"i_vs_rest"
"2594"	"Pkia"	"tiling200"	"i_vs_rest"
"2595"	"Zc2hc1a"	"tiling200"	"i_vs_rest"
"2596"	"1700010I02Rik"	"tiling200"	"i_vs_rest"
"2597"	"Gm6194"	"tiling200"	"i_vs_rest"
"2598"	"Stmn2"	"tiling200"	"i_vs_rest"
"2599"	"Mrps28"	"tiling200"	"i_vs_rest"
"2600"	"Tpd52"	"tiling200"	"i_vs_rest"
"2601"	"4930539M17Rik"	"tiling200"	"i_vs_rest"
"2602"	"Zbtb10"	"tiling200"	"i_vs_rest"
"2603"	"C030034L19Rik"	"tiling200"	"i_vs_rest"
"2604"	"Zfp704"	"tiling200"	"i_vs_rest"
"2605"	"Fabp5"	"tiling200"	"i_vs_rest"
"2606"	"Gm10745"	"tiling200"	"i_vs_rest"
"2607"	"Ralyl"	"tiling200"	"i_vs_rest"
"2608"	"Gm6300"	"tiling200"	"i_vs_rest"
"2609"	"Car13"	"tiling200"	"i_vs_rest"
"2610"	"Car1"	"tiling200"	"i_vs_rest"
"2611"	"Gm9733"	"tiling200"	"i_vs_rest"
"2612"	"Gm5150"	"tiling200"	"i_vs_rest"
"2613"	"Ythdf3"	"tiling200"	"i_vs_rest"
"2614"	"Cypt12"	"tiling200"	"i_vs_rest"
"2615"	"Mtfr1"	"tiling200"	"i_vs_rest"
"2616"	"Crh"	"tiling200"	"i_vs_rest"
"2617"	"Hltf"	"tiling200"	"i_vs_rest"
"2618"	"Gyg"	"tiling200"	"i_vs_rest"
"2619"	"Tbl1xr1"	"tiling200"	"i_vs_rest"
"2620"	"Rprl2"	"tiling200"	"i_vs_rest"
"2621"	"Naaladl2"	"tiling200"	"i_vs_rest"
"2622"	"Nlgn1"	"tiling200"	"i_vs_rest"
"2623"	"Nceh1"	"tiling200"	"i_vs_rest"
"2624"	"Ghsr"	"tiling200"	"i_vs_rest"
"2625"	"Fndc3b"	"tiling200"	"i_vs_rest"
"2626"	"Pld1"	"tiling200"	"i_vs_rest"
"2627"	"Tnik"	"tiling200"	"i_vs_rest"
"2628"	"Mannr"	"tiling200"	"i_vs_rest"
"2629"	"Mecom"	"tiling200"	"i_vs_rest"
"2630"	"Actrt3"	"tiling200"	"i_vs_rest"
"2631"	"Lrrc34"	"tiling200"	"i_vs_rest"
"2632"	"Phc3"	"tiling200"	"i_vs_rest"
"2633"	"Cldn11"	"tiling200"	"i_vs_rest"
"2634"	"Kcnmb2"	"tiling200"	"i_vs_rest"
"2635"	"Usp13"	"tiling200"	"i_vs_rest"
"2636"	"Ttc14"	"tiling200"	"i_vs_rest"
"2637"	"Ccdc39"	"tiling200"	"i_vs_rest"
"2638"	"Fxr1"	"tiling200"	"i_vs_rest"
"2639"	"Sox2ot"	"tiling200"	"i_vs_rest"
"2640"	"Gm38509"	"tiling200"	"i_vs_rest"
"2641"	"Mir6378"	"tiling200"	"i_vs_rest"
"2642"	"Gm6639"	"tiling200"	"i_vs_rest"
"2643"	"Mccc1"	"tiling200"	"i_vs_rest"
"2644"	"Qrfpr"	"tiling200"	"i_vs_rest"
"2645"	"Anxa5"	"tiling200"	"i_vs_rest"
"2646"	"4932438A13Rik"	"tiling200"	"i_vs_rest"
"2647"	"Il21"	"tiling200"	"i_vs_rest"
"2648"	"Nudt6"	"tiling200"	"i_vs_rest"
"2649"	"Gm5148"	"tiling200"	"i_vs_rest"
"2650"	"Gm20755"	"tiling200"	"i_vs_rest"
"2651"	"5430434I15Rik"	"tiling200"	"i_vs_rest"
"2652"	"Fat4"	"tiling200"	"i_vs_rest"
"2653"	"1700017G19Rik"	"tiling200"	"i_vs_rest"
"2654"	"Platr4"	"tiling200"	"i_vs_rest"
"2655"	"Jade1"	"tiling200"	"i_vs_rest"
"2656"	"D3Ertd751e"	"tiling200"	"i_vs_rest"
"2657"	"2610316D01Rik"	"tiling200"	"i_vs_rest"
"2658"	"1700027H10Rik"	"tiling200"	"i_vs_rest"
"2659"	"Mir6379"	"tiling200"	"i_vs_rest"
"2660"	"Gm7977"	"tiling200"	"i_vs_rest"
"2661"	"1700018B24Rik"	"tiling200"	"i_vs_rest"
"2662"	"Pcdh18"	"tiling200"	"i_vs_rest"
"2663"	"Slc7a11"	"tiling200"	"i_vs_rest"
"2664"	"Noct"	"tiling200"	"i_vs_rest"
"2665"	"Setd7"	"tiling200"	"i_vs_rest"
"2666"	"5031434O11Rik"	"tiling200"	"i_vs_rest"
"2667"	"Mgst2"	"tiling200"	"i_vs_rest"
"2668"	"Maml3"	"tiling200"	"i_vs_rest"
"2669"	"Foxo1"	"tiling200"	"i_vs_rest"
"2670"	"Gm30173"	"tiling200"	"i_vs_rest"
"2671"	"Gm2447"	"tiling200"	"i_vs_rest"
"2672"	"Cog6"	"tiling200"	"i_vs_rest"
"2673"	"Lhfp"	"tiling200"	"i_vs_rest"
"2674"	"Stoml3"	"tiling200"	"i_vs_rest"
"2675"	"Trpc4"	"tiling200"	"i_vs_rest"
"2676"	"Smad9"	"tiling200"	"i_vs_rest"
"2677"	"Rfxap"	"tiling200"	"i_vs_rest"
"2678"	"Sohlh2"	"tiling200"	"i_vs_rest"
"2679"	"Dclk1"	"tiling200"	"i_vs_rest"
"2680"	"Nbea"	"tiling200"	"i_vs_rest"
"2681"	"Tm4sf1"	"tiling200"	"i_vs_rest"
"2682"	"Erich6"	"tiling200"	"i_vs_rest"
"2683"	"Siah2"	"tiling200"	"i_vs_rest"
"2684"	"Clrn1"	"tiling200"	"i_vs_rest"
"2685"	"Med12l"	"tiling200"	"i_vs_rest"
"2686"	"Gm5538"	"tiling200"	"i_vs_rest"
"2687"	"Sucnr1"	"tiling200"	"i_vs_rest"
"2688"	"Mbnl1"	"tiling200"	"i_vs_rest"
"2689"	"P2ry1"	"tiling200"	"i_vs_rest"
"2690"	"Rap2b"	"tiling200"	"i_vs_rest"
"2691"	"Arhgef26"	"tiling200"	"i_vs_rest"
"2692"	"Gpr149"	"tiling200"	"i_vs_rest"
"2693"	"Mme"	"tiling200"	"i_vs_rest"
"2694"	"Plch1"	"tiling200"	"i_vs_rest"
"2695"	"Slc33a1"	"tiling200"	"i_vs_rest"
"2696"	"Gmps"	"tiling200"	"i_vs_rest"
"2697"	"Vmn2r3"	"tiling200"	"i_vs_rest"
"2698"	"Vmn2r4"	"tiling200"	"i_vs_rest"
"2699"	"Ssr3"	"tiling200"	"i_vs_rest"
"2700"	"4931440P22Rik"	"tiling200"	"i_vs_rest"
"2701"	"Lekr1"	"tiling200"	"i_vs_rest"
"2702"	"Veph1"	"tiling200"	"i_vs_rest"
"2703"	"Shox2"	"tiling200"	"i_vs_rest"
"2704"	"Rsrc1"	"tiling200"	"i_vs_rest"
"2705"	"Mlf1"	"tiling200"	"i_vs_rest"
"2706"	"Gfm1"	"tiling200"	"i_vs_rest"
"2707"	"Mfsd1"	"tiling200"	"i_vs_rest"
"2708"	"Iqcj"	"tiling200"	"i_vs_rest"
"2709"	"Schip1"	"tiling200"	"i_vs_rest"
"2710"	"Ift80"	"tiling200"	"i_vs_rest"
"2711"	"Kpna4"	"tiling200"	"i_vs_rest"
"2712"	"Ppm1l"	"tiling200"	"i_vs_rest"
"2713"	"Sptssb"	"tiling200"	"i_vs_rest"
"2714"	"Otol1"	"tiling200"	"i_vs_rest"
"2715"	"Gm6634"	"tiling200"	"i_vs_rest"
"2716"	"Sis"	"tiling200"	"i_vs_rest"
"2717"	"Gm20754"	"tiling200"	"i_vs_rest"
"2718"	"Gm20356"	"tiling200"	"i_vs_rest"
"2719"	"Pdcd10"	"tiling200"	"i_vs_rest"
"2720"	"Platr10"	"tiling200"	"i_vs_rest"
"2721"	"Golim4"	"tiling200"	"i_vs_rest"
"2722"	"Fstl5"	"tiling200"	"i_vs_rest"
"2723"	"Rapgef2"	"tiling200"	"i_vs_rest"
"2724"	"Fnip2"	"tiling200"	"i_vs_rest"
"2725"	"Etfdh"	"tiling200"	"i_vs_rest"
"2726"	"Gria2"	"tiling200"	"i_vs_rest"
"2727"	"Gucy1a1"	"tiling200"	"i_vs_rest"
"2728"	"Map9"	"tiling200"	"i_vs_rest"
"2729"	"Npy2r"	"tiling200"	"i_vs_rest"
"2730"	"Plrg1"	"tiling200"	"i_vs_rest"
"2731"	"1700028M03Rik"	"tiling200"	"i_vs_rest"
"2732"	"Tmem131l"	"tiling200"	"i_vs_rest"
"2733"	"Mnd1"	"tiling200"	"i_vs_rest"
"2734"	"4930565D16Rik"	"tiling200"	"i_vs_rest"
"2735"	"Fhdc1"	"tiling200"	"i_vs_rest"
"2736"	"Arfip1"	"tiling200"	"i_vs_rest"
"2737"	"Prss48"	"tiling200"	"i_vs_rest"
"2738"	"Sh3d19"	"tiling200"	"i_vs_rest"
"2739"	"Lrba"	"tiling200"	"i_vs_rest"
"2740"	"Dclk2"	"tiling200"	"i_vs_rest"
"2741"	"Kirrel"	"tiling200"	"i_vs_rest"
"2742"	"Fcrl1"	"tiling200"	"i_vs_rest"
"2743"	"Etv3"	"tiling200"	"i_vs_rest"
"2744"	"Prcc"	"tiling200"	"i_vs_rest"
"2745"	"Rrnad1"	"tiling200"	"i_vs_rest"
"2746"	"Isg20l2"	"tiling200"	"i_vs_rest"
"2747"	"Bcan"	"tiling200"	"i_vs_rest"
"2748"	"Gpatch4"	"tiling200"	"i_vs_rest"
"2749"	"Iqgap3"	"tiling200"	"i_vs_rest"
"2750"	"Mir9-1"	"tiling200"	"i_vs_rest"
"2751"	"Tsacc"	"tiling200"	"i_vs_rest"
"2752"	"Bglap"	"tiling200"	"i_vs_rest"
"2753"	"Lmna"	"tiling200"	"i_vs_rest"
"2754"	"Mex3a"	"tiling200"	"i_vs_rest"
"2755"	"Ubqln4"	"tiling200"	"i_vs_rest"
"2756"	"Ssr2"	"tiling200"	"i_vs_rest"
"2757"	"Rxfp4"	"tiling200"	"i_vs_rest"
"2758"	"Rusc1"	"tiling200"	"i_vs_rest"
"2759"	"Fdps"	"tiling200"	"i_vs_rest"
"2760"	"Flad1"	"tiling200"	"i_vs_rest"
"2761"	"Pbxip1"	"tiling200"	"i_vs_rest"
"2762"	"Pmvk"	"tiling200"	"i_vs_rest"
"2763"	"Kcnn3"	"tiling200"	"i_vs_rest"
"2764"	"Adar"	"tiling200"	"i_vs_rest"
"2765"	"Il6ra"	"tiling200"	"i_vs_rest"
"2766"	"Mir190b"	"tiling200"	"i_vs_rest"
"2767"	"Tpm3"	"tiling200"	"i_vs_rest"
"2768"	"Jtb"	"tiling200"	"i_vs_rest"
"2769"	"Npr1"	"tiling200"	"i_vs_rest"
"2770"	"Ilf2"	"tiling200"	"i_vs_rest"
"2771"	"Snapin"	"tiling200"	"i_vs_rest"
"2772"	"9130204L05Rik"	"tiling200"	"i_vs_rest"
"2773"	"Pglyrp3"	"tiling200"	"i_vs_rest"
"2774"	"Ivl"	"tiling200"	"i_vs_rest"
"2775"	"Lce3d"	"tiling200"	"i_vs_rest"
"2776"	"Crnn"	"tiling200"	"i_vs_rest"
"2777"	"Flg2"	"tiling200"	"i_vs_rest"
"2778"	"Hrnr"	"tiling200"	"i_vs_rest"
"2779"	"Tdpoz1"	"tiling200"	"i_vs_rest"
"2780"	"Tdpoz4"	"tiling200"	"i_vs_rest"
"2781"	"C2cd4d"	"tiling200"	"i_vs_rest"
"2782"	"Tdrkh"	"tiling200"	"i_vs_rest"
"2783"	"Snx27"	"tiling200"	"i_vs_rest"
"2784"	"Tuft1"	"tiling200"	"i_vs_rest"
"2785"	"Selenbp1"	"tiling200"	"i_vs_rest"
"2786"	"Rfx5"	"tiling200"	"i_vs_rest"
"2787"	"Mcl1"	"tiling200"	"i_vs_rest"
"2788"	"Tars2"	"tiling200"	"i_vs_rest"
"2789"	"Ciart"	"tiling200"	"i_vs_rest"
"2790"	"BC107364"	"tiling200"	"i_vs_rest"
"2791"	"Gja5"	"tiling200"	"i_vs_rest"
"2792"	"Acp6"	"tiling200"	"i_vs_rest"
"2793"	"Bcl9"	"tiling200"	"i_vs_rest"
"2794"	"Chd1l"	"tiling200"	"i_vs_rest"
"2795"	"Pde4dip"	"tiling200"	"i_vs_rest"
"2796"	"Notch2"	"tiling200"	"i_vs_rest"
"2797"	"Phgdh"	"tiling200"	"i_vs_rest"
"2798"	"Zfp697"	"tiling200"	"i_vs_rest"
"2799"	"Tbx15"	"tiling200"	"i_vs_rest"
"2800"	"Spag17"	"tiling200"	"i_vs_rest"
"2801"	"4930406D18Rik"	"tiling200"	"i_vs_rest"
"2802"	"Man1a2"	"tiling200"	"i_vs_rest"
"2803"	"Vtcn1"	"tiling200"	"i_vs_rest"
"2804"	"Cd101"	"tiling200"	"i_vs_rest"
"2805"	"Ptgfrn"	"tiling200"	"i_vs_rest"
"2806"	"Cd2"	"tiling200"	"i_vs_rest"
"2807"	"Atp1a1"	"tiling200"	"i_vs_rest"
"2808"	"Nhlh2"	"tiling200"	"i_vs_rest"
"2809"	"Casq2"	"tiling200"	"i_vs_rest"
"2810"	"A230001M10Rik"	"tiling200"	"i_vs_rest"
"2811"	"Tspan2os"	"tiling200"	"i_vs_rest"
"2812"	"Sycp1"	"tiling200"	"i_vs_rest"
"2813"	"Nr1h5"	"tiling200"	"i_vs_rest"
"2814"	"Trim33"	"tiling200"	"i_vs_rest"
"2815"	"Olfml3"	"tiling200"	"i_vs_rest"
"2816"	"Ptpn22"	"tiling200"	"i_vs_rest"
"2817"	"Magi3"	"tiling200"	"i_vs_rest"
"2818"	"Lrig2"	"tiling200"	"i_vs_rest"
"2819"	"Cttnbp2nl"	"tiling200"	"i_vs_rest"
"2820"	"Kcnd3os"	"tiling200"	"i_vs_rest"
"2821"	"Kcnd3"	"tiling200"	"i_vs_rest"
"2822"	"Tmigd3"	"tiling200"	"i_vs_rest"
"2823"	"Chil5"	"tiling200"	"i_vs_rest"
"2824"	"Chia1"	"tiling200"	"i_vs_rest"
"2825"	"Kcna3"	"tiling200"	"i_vs_rest"
"2826"	"Kcnc4"	"tiling200"	"i_vs_rest"
"2827"	"Alx3"	"tiling200"	"i_vs_rest"
"2828"	"Strip1"	"tiling200"	"i_vs_rest"
"2829"	"Gpr61"	"tiling200"	"i_vs_rest"
"2830"	"Atxn7l2"	"tiling200"	"i_vs_rest"
"2831"	"Scarna2"	"tiling200"	"i_vs_rest"
"2832"	"Fam102b"	"tiling200"	"i_vs_rest"
"2833"	"Vav3"	"tiling200"	"i_vs_rest"
"2834"	"Prmt6"	"tiling200"	"i_vs_rest"
"2835"	"Gm6602"	"tiling200"	"i_vs_rest"
"2836"	"Amy2b"	"tiling200"	"i_vs_rest"
"2837"	"Col11a1"	"tiling200"	"i_vs_rest"
"2838"	"Olfm3"	"tiling200"	"i_vs_rest"
"2839"	"S1pr1"	"tiling200"	"i_vs_rest"
"2840"	"Slc30a7"	"tiling200"	"i_vs_rest"
"2841"	"Vcam1"	"tiling200"	"i_vs_rest"
"2842"	"Cdc14a"	"tiling200"	"i_vs_rest"
"2843"	"Lrrc39"	"tiling200"	"i_vs_rest"
"2844"	"Sass6"	"tiling200"	"i_vs_rest"
"2845"	"Slc35a3"	"tiling200"	"i_vs_rest"
"2846"	"Agl"	"tiling200"	"i_vs_rest"
"2847"	"Frrs1"	"tiling200"	"i_vs_rest"
"2848"	"Plppr4"	"tiling200"	"i_vs_rest"
"2849"	"Snx7"	"tiling200"	"i_vs_rest"
"2850"	"6530403H02Rik"	"tiling200"	"i_vs_rest"
"2851"	"Alg14"	"tiling200"	"i_vs_rest"
"2852"	"Slc44a3"	"tiling200"	"i_vs_rest"
"2853"	"Abcd3"	"tiling200"	"i_vs_rest"
"2854"	"Abca4"	"tiling200"	"i_vs_rest"
"2855"	"Bcar3"	"tiling200"	"i_vs_rest"
"2856"	"Sec24d"	"tiling200"	"i_vs_rest"
"2857"	"Prss12"	"tiling200"	"i_vs_rest"
"2858"	"Snhg8"	"tiling200"	"i_vs_rest"
"2859"	"Ndst3"	"tiling200"	"i_vs_rest"
"2860"	"Tram1l1"	"tiling200"	"i_vs_rest"
"2861"	"Ndst4"	"tiling200"	"i_vs_rest"
"2862"	"Arsj"	"tiling200"	"i_vs_rest"
"2863"	"Camk2d"	"tiling200"	"i_vs_rest"
"2864"	"Ank2"	"tiling200"	"i_vs_rest"
"2865"	"Larp7"	"tiling200"	"i_vs_rest"
"2866"	"Ap1ar"	"tiling200"	"i_vs_rest"
"2867"	"9830132P13Rik"	"tiling200"	"i_vs_rest"
"2868"	"D030025E07Rik"	"tiling200"	"i_vs_rest"
"2869"	"Pitx2"	"tiling200"	"i_vs_rest"
"2870"	"Enpep"	"tiling200"	"i_vs_rest"
"2871"	"Pou5f1-rs4"	"tiling200"	"i_vs_rest"
"2872"	"Elovl6"	"tiling200"	"i_vs_rest"
"2873"	"Sec24b"	"tiling200"	"i_vs_rest"
"2874"	"Rpl34"	"tiling200"	"i_vs_rest"
"2875"	"Lef1"	"tiling200"	"i_vs_rest"
"2876"	"Hadh"	"tiling200"	"i_vs_rest"
"2877"	"Dkk2"	"tiling200"	"i_vs_rest"
"2878"	"Gimd1"	"tiling200"	"i_vs_rest"
"2879"	"Tbck"	"tiling200"	"i_vs_rest"
"2880"	"Npnt"	"tiling200"	"i_vs_rest"
"2881"	"Arhgef38"	"tiling200"	"i_vs_rest"
"2882"	"Ppa2"	"tiling200"	"i_vs_rest"
"2883"	"Cxxc4"	"tiling200"	"i_vs_rest"
"2884"	"Manba"	"tiling200"	"i_vs_rest"
"2885"	"Nfkb1"	"tiling200"	"i_vs_rest"
"2886"	"Bank1"	"tiling200"	"i_vs_rest"
"2887"	"Ppp3ca"	"tiling200"	"i_vs_rest"
"2888"	"Emcn"	"tiling200"	"i_vs_rest"
"2889"	"Mir6380"	"tiling200"	"i_vs_rest"
"2890"	"Dapp1"	"tiling200"	"i_vs_rest"
"2891"	"Gm5105"	"tiling200"	"i_vs_rest"
"2892"	"Adh6-ps1"	"tiling200"	"i_vs_rest"
"2893"	"Adh5"	"tiling200"	"i_vs_rest"
"2894"	"4930425O10Rik"	"tiling200"	"i_vs_rest"
"2895"	"Tspan5"	"tiling200"	"i_vs_rest"
"2896"	"Rap1gds1"	"tiling200"	"i_vs_rest"
"2897"	"Stpg2"	"tiling200"	"i_vs_rest"
"2898"	"Pdha2"	"tiling200"	"i_vs_rest"
"2899"	"Bmpr1b"	"tiling200"	"i_vs_rest"
"2900"	"Kyat3"	"tiling200"	"i_vs_rest"
"2901"	"A830019L24Rik"	"tiling200"	"i_vs_rest"
"2902"	"Gm6260"	"tiling200"	"i_vs_rest"
"2903"	"Lmo4"	"tiling200"	"i_vs_rest"
"2904"	"Hs2st1"	"tiling200"	"i_vs_rest"
"2905"	"Clca4b"	"tiling200"	"i_vs_rest"
"2906"	"Ddah1"	"tiling200"	"i_vs_rest"
"2907"	"Syde2"	"tiling200"	"i_vs_rest"
"2908"	"Lpar3"	"tiling200"	"i_vs_rest"
"2909"	"Ssx2ip"	"tiling200"	"i_vs_rest"
"2910"	"Dnase2b"	"tiling200"	"i_vs_rest"
"2911"	"Prkacb"	"tiling200"	"i_vs_rest"
"2912"	"Ttll7"	"tiling200"	"i_vs_rest"
"2913"	"Adgrl2"	"tiling200"	"i_vs_rest"
"2914"	"Gm1653"	"tiling200"	"i_vs_rest"
"2915"	"Mir3963"	"tiling200"	"i_vs_rest"
"2916"	"Adgrl4"	"tiling200"	"i_vs_rest"
"2917"	"Ptgfr"	"tiling200"	"i_vs_rest"
"2918"	"Usp33"	"tiling200"	"i_vs_rest"
"2919"	"Ak5"	"tiling200"	"i_vs_rest"
"2920"	"St6galnac3"	"tiling200"	"i_vs_rest"
"2921"	"AI606473"	"tiling200"	"i_vs_rest"
"2922"	"Tyw3"	"tiling200"	"i_vs_rest"
"2923"	"Cryz"	"tiling200"	"i_vs_rest"
"2924"	"9330178D15Rik"	"tiling200"	"i_vs_rest"
"2925"	"4930570G19Rik"	"tiling200"	"i_vs_rest"
"2926"	"Negr1"	"tiling200"	"i_vs_rest"
"2927"	"Lrrc7"	"tiling200"	"i_vs_rest"
"2928"	"Gm20752"	"tiling200"	"i_vs_rest"
"2929"	"Vmn1r2"	"tiling200"	"i_vs_rest"
"2930"	"Mir3471-2"	"tiling200"	"i_vs_rest"
"2931"	"Lyn"	"tiling200"	"i_vs_rest"
"2932"	"Plag1"	"tiling200"	"i_vs_rest"
"2933"	"Impad1"	"tiling200"	"i_vs_rest"
"2934"	"4930423M02Rik"	"tiling200"	"i_vs_rest"
"2935"	"Fam110b"	"tiling200"	"i_vs_rest"
"2936"	"Sdcbp"	"tiling200"	"i_vs_rest"
"2937"	"Nsmaf"	"tiling200"	"i_vs_rest"
"2938"	"8430436N08Rik"	"tiling200"	"i_vs_rest"
"2939"	"Car8"	"tiling200"	"i_vs_rest"
"2940"	"Chd7"	"tiling200"	"i_vs_rest"
"2941"	"Clvs1"	"tiling200"	"i_vs_rest"
"2942"	"Asph"	"tiling200"	"i_vs_rest"
"2943"	"Gdf6"	"tiling200"	"i_vs_rest"
"2944"	"4930448K20Rik"	"tiling200"	"i_vs_rest"
"2945"	"1700123O12Rik"	"tiling200"	"i_vs_rest"
"2946"	"Plekhf2"	"tiling200"	"i_vs_rest"
"2947"	"Trp53inp1"	"tiling200"	"i_vs_rest"
"2948"	"Esrp1"	"tiling200"	"i_vs_rest"
"2949"	"Virma"	"tiling200"	"i_vs_rest"
"2950"	"Rad54b"	"tiling200"	"i_vs_rest"
"2951"	"Cdh17"	"tiling200"	"i_vs_rest"
"2952"	"Tmem67"	"tiling200"	"i_vs_rest"
"2953"	"Fam92a"	"tiling200"	"i_vs_rest"
"2954"	"Triqk"	"tiling200"	"i_vs_rest"
"2955"	"Runx1t1"	"tiling200"	"i_vs_rest"
"2956"	"Gm2560"	"tiling200"	"i_vs_rest"
"2957"	"Lrrc69"	"tiling200"	"i_vs_rest"
"2958"	"Tmem64"	"tiling200"	"i_vs_rest"
"2959"	"Decr1"	"tiling200"	"i_vs_rest"
"2960"	"A530072M11Rik"	"tiling200"	"i_vs_rest"
"2961"	"Mmp16"	"tiling200"	"i_vs_rest"
"2962"	"Cngb3"	"tiling200"	"i_vs_rest"
"2963"	"Wwp1"	"tiling200"	"i_vs_rest"
"2964"	"Atp6v0d2"	"tiling200"	"i_vs_rest"
"2965"	"Nkain3"	"tiling200"	"i_vs_rest"
"2966"	"Prdm13"	"tiling200"	"i_vs_rest"
"2967"	"Fbxl4"	"tiling200"	"i_vs_rest"
"2968"	"Gm30731"	"tiling200"	"i_vs_rest"
